day,measure,ch4_standard_1_percent,id,GC_value,tech_average,percent_CH4,biogas_volumn_ml,methane_volume,stp_at_37_normalizing_factor,normalized_methane_volume_ml,combined_normalized_methane_volume_ml,combined_methane_percent
2,CH4,46396.923,P4R1,1730929,1718383.33333333,37.0365796312254,23,8.51841331518184,0.8516,7.25428077920886,,37.0365796312254
2,CH4,46396.923,,1719891,,,,,,,,
2,CH4,46396.923,,1704330,,,,,,,,
2,CH4,46396.923,P4R2,1787499,1792715,38.6386614474412,30,11.5915984342324,0.8516,9.87140522659229,,38.6386614474412
2,CH4,46396.923,,1785342,,,,,,,,
2,CH4,46396.923,,1805304,,,,,,,,
2,CH4,46396.923,P4R3,2269792,2247811.66666667,48.4474297286194,25,12.1118574321549,0.8516,10.3144577892231,,48.4474297286194
2,CH4,46396.923,,2232404,,,,,,,,
2,CH4,46396.923,,2241239,,,,,,,,
5,CH4,43202.68,R1A,2704050,2778761,64.3191811248747,6000,3859.15086749248,0.8516,3286.4528787566,5651.44327682141,66.3626500331307
5,CH4,43202.68,,2809888,,,,,,,,
5,CH4,43202.68,,2822345,,,,,,,,
5,CH4,43202.68,R1B,2952585,2999469.33333333,69.4278533955147,4000,2777.11413582059,0.8516,2364.99039806481,,
5,CH4,43202.68,,2988675,,,,,,,,
5,CH4,43202.68,,3057148,,,,,,,,
5,CH4,43202.68,R2A,2392970,2373378.66666667,54.9359129263894,5000,2746.79564631947,0.8516,2339.17117240566,4172.09235998014,61.2390259508592
5,CH4,43202.68,,2317954,,,,,,,,
5,CH4,43202.68,,2409212,,,,,,,,
5,CH4,43202.68,R2B,3045765,3099542.33333333,71.7442143249755,3000,2152.32642974927,0.8516,1832.92118757447,,
5,CH4,43202.68,,3169811,,,,,,,,
5,CH4,43202.68,,3083051,,,,,,,,
5,CH4,43202.68,R3A,2532321,2565034.66666667,59.3721191987781,4660,2766.74075466306,0.8516,2356.15642667106,4090.65847284042,62.7088446757328
5,CH4,43202.68,,2641077,,,,,,,,
5,CH4,43202.68,,2521706,,,,,,,,
5,CH4,43202.68,R3B,2993200,2933111.66666667,67.8918915832691,3000,2036.75674749807,0.8516,1734.50204616936,,
5,CH4,43202.68,,3018924,,,,,,,,
5,CH4,43202.68,,2787211,,,,,,,,
5,CH4,43202.68,P0R1A,1914178,1906713,44.1341370489053,15,6.62012055733579,0.8516,5.63769466662716,25.2915197080366,60.6098477488632
5,CH4,43202.68,,1907177,,,,,,,,
5,CH4,43202.68,,1898784,,,,,,,,
5,CH4,43202.68,P0R1B,2946717,2932535,67.8785436459035,14,9.50299611042648,0.8516,8.09275148763919,,
5,CH4,43202.68,,2946982,,,,,,,,
5,CH4,43202.68,,2903906,,,,,,,,
5,CH4,43202.68,P0R1C,2946717,2932535,67.8785436459035,20,13.5757087291807,0.8516,11.5610735537703,,
5,CH4,43202.68,,2946982,,,,,,,,
5,CH4,43202.68,,2903906,,,,,,,,
5,CH4,43202.68,P0R2A,2654296,2715966.33333333,62.8656910481788,19,11.944481299154,0.8516,10.1719202743595,19.4894725604677,58.681313486733
5,CH4,43202.68,,2620260,,,,,,,,
5,CH4,43202.68,,2873343,,,,,,,,
5,CH4,43202.68,P0R2B,2300172,2363452.5,54.7061548033594,20,10.9412309606719,0.8516,9.31755228610817,,
5,CH4,43202.68,,2426733,,,,,,,,
5,CH4,43202.68,P0R3A,2181669,2215855.33333333,51.289765665772,26,13.3353390731007,0.8516,11.3563747546526,22.9582976045005,58.6065554467817
5,CH4,43202.68,,2197279,,,,,,,,
5,CH4,43202.68,,2268618,,,,,,,,
5,CH4,43202.68,P0R3B,2912220,2942896.66666667,68.1183821620943,20,13.6236764324189,0.8516,11.6019228498479,,
5,CH4,43202.68,,2968210,,,,,,,,
5,CH4,43202.68,,2948260,,,,,,,,
5,CH4,43202.68,P1R1A,2878684,2830569.66666667,65.5183814213995,16,10.4829410274239,0.8516,8.92727257895421,15.778821129183,66.1730068156706
5,CH4,43202.68,,2803922,,,,,,,,
5,CH4,43202.68,,2809103,,,,,,,,
5,CH4,43202.68,P1R1B,2995431,2896560,67.0458406746989,12,8.04550088096387,0.8516,6.85154855022883,,
5,CH4,43202.68,,2868523,,,,,,,,
5,CH4,43202.68,,2825726,,,,,,,,
5,CH4,43202.68,P1R2A,834937,833896.333333333,19.3019584278877,29,5.59756794408742,0.8516,4.76688886118485,15.1018084712337,34.7714762321299
5,CH4,43202.68,,821118,,,,,,,,
5,CH4,43202.68,,845634,,,,,,,,
5,CH4,43202.68,P1R2B,2430917,2383194.33333333,55.163113337722,22,12.1358849342988,0.8516,10.3349196100489,,
5,CH4,43202.68,,2396156,,,,,,,,
5,CH4,43202.68,,2322510,,,,,,,,
5,CH4,43202.68,P1R3A,2409644,2316519,53.6197985865692,22,11.7963556890452,0.8516,10.0457765047909,11.484880582038,39.6654069227405
5,CH4,43202.68,,2399513,,,,,,,,
5,CH4,43202.68,,2140400,,,,,,,,
5,CH4,43202.68,P1R3B,625558,608395.5,14.0823555390545,12,1.68988266468654,0.8516,1.43910407724706,,
5,CH4,43202.68,,591233,,,,,,,,
5,CH4,43202.68,P2R1A,2573494,2602043.5,60.2287520126066,33,19.8754881641602,0.8516,16.9259657205988,24.6073223507894,60.1987492924822
5,CH4,43202.68,,2630593,,,,,,,,
5,CH4,43202.68,P2R1B,2581547,2597895.66666667,60.1327433082084,15,9.01991149623125,0.8516,7.68135663019053,,
5,CH4,43202.68,,2630593,,,,,,,,
5,CH4,43202.68,,2581547,,,,,,,,
5,CH4,43202.68,P2R2A,2528385,2614237.33333333,60.5109991633235,34,20.57373971553,0.8516,17.5205967417453,24.5863496178169,62.7625482922604
5,CH4,43202.68,,2663358,,,,,,,,
5,CH4,43202.68,,2650969,,,,,,,,
5,CH4,43202.68,P2R2B,2989290,2987117,69.1419374909149,12,8.29703249890979,0.8516,7.06575287607158,,
5,CH4,43202.68,,2978654,,,,,,,,
5,CH4,43202.68,,2993407,,,,,,,,
5,CH4,43202.68,P2R3A,2314616,2323687.66666667,53.7857296507223,42,22.5900064533034,0.8516,19.2376494956331,26.4007379587563,56.3660659267182
5,CH4,43202.68,,2256105,,,,,,,,
5,CH4,43202.68,,2400342,,,,,,,,
5,CH4,43202.68,P2R3B,2785342,2795323,64.7025369722434,13,8.41132980639164,0.8516,7.16308846312312,,
5,CH4,43202.68,,2805304,,,,,,,,
5,CH4,43202.68,P3R1,2992951,2975958.66666667,68.8836587606756,35,24.1092805662365,0.8516,20.531463330207,,68.8836587606756
5,CH4,43202.68,,2956462,,,,,,,,
5,CH4,43202.68,,2978463,,,,,,,,
5,CH4,43202.68,P3R2,2642449,2686162.33333333,62.1758264379278,39,24.2485723107918,0.8516,20.6500841798703,,62.1758264379278
5,CH4,43202.68,,2629239,,,,,,,,
5,CH4,43202.68,,2786799,,,,,,,,
5,CH4,43202.68,P3R3,2686867,2625871.33333333,60.7802880129967,41,24.9199180853287,0.8516,21.2218022414659,,60.7802880129967
5,CH4,43202.68,,2608378,,,,,,,,
5,CH4,43202.68,,2582369,,,,,,,,
5,CH4,43202.68,P4R1,2745249,2754629,63.760604666192,40,25.5042418664768,0.8516,21.7194123734916,,63.760604666192
5,CH4,43202.68,,2716799,,,,,,,,
5,CH4,43202.68,,2801839,,,,,,,,
5,CH4,43202.68,P4R2,2269792,2247811.66666667,52.0294497162367,44,22.8929578751442,0.8516,19.4956429264728,,52.0294497162367
5,CH4,43202.68,,2232404,,,,,,,,
5,CH4,43202.68,,2241239,,,,,,,,
5,CH4,43202.68,P4R3,2983763,2947628,68.2278969730582,45,30.7025536378762,0.8516,26.1462946780153,,68.2278969730582
5,CH4,43202.68,,2927911,,,,,,,,
5,CH4,43202.68,,2931210,,,,,,,,
7,CH4,40894.2226666667,R1,1973732,1967568.33333333,48.1136015072643,2360,1135.48099557144,0.8516,966.975615828635,,48.1136015072643
7,CH4,40894.2226666667,,2015102,,,,,,,,
7,CH4,40894.2226666667,,1913871,,,,,,,,
7,CH4,40894.2226666667,R2,2957280,3071124,75.0992145035516,1780,1336.76601816322,0.8516,1138.3899410678,,75.0992145035516
7,CH4,40894.2226666667,,2984849,,,,,,,,
7,CH4,40894.2226666667,,3271243,,,,,,,,
7,CH4,40894.2226666667,R3,2641077,2718661,66.4803197791558,2000,1329.60639558312,0.8516,1132.29280647858,,66.4803197791558
7,CH4,40894.2226666667,,2521706,,,,,,,,
7,CH4,40894.2226666667,,2993200,,,,,,,,
7,CH4,43202.68,P0R1D6,2105114,2181343.66666667,50.490934050079,13,6.56382142651027,0.8516,5.58975032681615,16.0382675446843,62.7769983743709
7,CH4,43202.68,,2255309,,,,,,,,
7,CH4,43202.68,,2183608,,,,,,,,
7,CH4,40894.2226666667,P0R1B,3050806,2951427,72.1722240341235,17,12.269278085801,0.8516,10.4485172178681,,
7,CH4,40894.2226666667,,2814997,,,,,,,,
7,CH4,40894.2226666667,,2988478,,,,,,,,
7,CH4,43202.68,P0R2,2814997,2965863,68.6499772699286,18,12.3569959085872,0.8516,10.5232177157528,,68.6499772699286
7,CH4,43202.68,,2988478,,,,,,,,
7,CH4,43202.68,,3094114,,,,,,,,
7,CH4,43202.68,P0R3,2922921,3117724,72.1650601305289,12,8.65980721566347,0.8516,7.37469182485901,,72.1650601305289
7,CH4,43202.68,,3094114,,,,,,,,
7,CH4,43202.68,,3336137,,,,,,,,
7,CH4,43202.68,P1R1,3098638,3075715.33333333,71.1926976135123,14,9.96697766589172,0.8516,8.48787818027338,,71.1926976135123
7,CH4,43202.68,,2963169,,,,,,,,
7,CH4,43202.68,,3165339,,,,,,,,
7,CH4,43202.68,P1R2,2704050,2778761,64.3191811248747,16,10.2910689799799,0.8516,8.76387434335092,,64.3191811248747
7,CH4,43202.68,,2809888,,,,,,,,
7,CH4,43202.68,,2822345,,,,,,,,
7,CH4,43202.68,P1R3,2892970,2840045.33333333,65.7377119505858,18,11.8327881511054,0.8516,10.0768023894814,,65.7377119505858
7,CH4,43202.68,,2817954,,,,,,,,
7,CH4,43202.68,,2809212,,,,,,,,
7,CH4,43202.68,P2R1,2932321,2931701.33333333,67.8592470035038,12,8.14310964042046,0.8516,6.93467216978206,,67.8592470035038
7,CH4,43202.68,,2941077,,,,,,,,
7,CH4,43202.68,,2921706,,,,,,,,
7,CH4,43202.68,P2R2,2952585,2999469.33333333,69.4278533955147,13,9.02562094141691,0.8516,7.68621879371064,,69.4278533955147
7,CH4,43202.68,,2988675,,,,,,,,
7,CH4,43202.68,,3057148,,,,,,,,
7,CH4,43202.68,P2R3A,3045765,3099542.33333333,71.7442143249755,12,8.60930571899706,0.8516,7.3316847502979,14.0521128436289,68.753487766307
7,CH4,43202.68,,3169811,,,,,,,,
7,CH4,43202.68,,3083051,,,,,,,,
7,CH4,40894.2226666667,P2R3B,2733779,2689317,65.7627612076386,12,7.89153134491663,0.8516,6.720428093331,,
7,CH4,40894.2226666667,,2663364,,,,,,,,
7,CH4,40894.2226666667,,2670808,,,,,,,,
7,CH4,43202.68,P3R1,2633341,2661272,61.5996970558308,19,11.7039424406079,0.8516,9.96707738242165,,61.5996970558308
7,CH4,43202.68,,2676342,,,,,,,,
7,CH4,43202.68,,2674133,,,,,,,,
7,CH4,43202.68,P3R2,2725671,2733698.66666667,63.2761362643861,23,14.5535113408088,0.8516,12.3937702578328,,63.2761362643861
7,CH4,43202.68,,2705792,,,,,,,,
7,CH4,43202.68,,2769633,,,,,,,,
7,CH4,43202.68,P3R3,2847523,2849904,65.9659076705427,22,14.5124996875194,0.8516,12.3588447338915,,65.9659076705427
7,CH4,43202.68,,2839404,,,,,,,,
7,CH4,43202.68,,2862785,,,,,,,,
7,CH4,43202.68,P4R1,2993200,2933111.66666667,67.8918915832691,20,13.5783783166538,0.8516,11.5633469744624,,67.8918915832691
7,CH4,43202.68,,3018924,,,,,,,,
7,CH4,43202.68,,2787211,,,,,,,,
7,CH4,43202.68,P4R2,2980053,2953445,68.3625413978948,18,12.3052574516211,0.8516,10.4791572458005,,68.3625413978948
7,CH4,43202.68,,3094039,,,,,,,,
7,CH4,43202.68,,2786243,,,,,,,,
7,CH4,40894.2226666667,P4R3,2717459,2869632.66666667,70.1720800529053,22,15.4378576116392,0.8516,13.1468795420719,,70.1720800529053
7,CH4,40894.2226666667,,2710538,,,,,,,,
7,CH4,40894.2226666667,,3180901,,,,,,,,
9,CH4,40894.2226666667,R1,2946311,2900582.33333333,70.9289025243566,3065,2173.97086237153,0.8516,1851.35358639559,,70.9289025243566
9,CH4,40894.2226666667,,2822864,,,,,,,,
9,CH4,40894.2226666667,,2932572,,,,,,,,
9,CH4,40894.2226666667,R2,2755146,2936180.66666667,71.7994003847389,3240,2326.30057246554,0.8516,1981.07756751166,,71.7994003847389
9,CH4,40894.2226666667,,2969462,,,,,,,,
9,CH4,40894.2226666667,,3083934,,,,,,,,
9,CH4,40894.2226666667,R3,2858179,2801121.66666667,68.4967578305356,1750,1198.69326203437,0.8516,1020.80718194847,,68.4967578305356
9,CH4,40894.2226666667,,2905651,,,,,,,,
9,CH4,40894.2226666667,,2639535,,,,,,,,
9,CH4,40894.2226666667,P0R1,2933568,2929242.33333333,71.6297350168485,22,15.7585417037067,0.8516,13.4199741148766,,71.6297350168485
9,CH4,40894.2226666667,,3010282,,,,,,,,
9,CH4,40894.2226666667,,2843877,,,,,,,,
9,CH4,40894.2226666667,P0R2,3208537,3087468.33333333,75.4988879113715,15,11.3248331867057,0.8516,9.64422794179859,,75.4988879113715
9,CH4,40894.2226666667,,3120300,,,,,,,,
9,CH4,40894.2226666667,,2933568,,,,,,,,
9,CH4,40894.2226666667,P0R3,3010282,3020898.66666667,73.8710377573465,16,11.8193660411754,0.8516,10.065372120665,,73.8710377573465
9,CH4,40894.2226666667,,2843877,,,,,,,,
9,CH4,40894.2226666667,,3208537,,,,,,,,
9,CH4,40894.2226666667,P1R1A,2456511,2498975,61.1082651055486,10,6.11082651055486,0.8516,5.20397985638852,8.97453220153315,58.546867344692
9,CH4,40894.2226666667,,2669657,,,,,,,,
9,CH4,40894.2226666667,,2370757,,,,,,,,
9,CH4,40894.2226666667,P1R1B,2289055,2263295.66666667,55.3451201436213,8,4.4276096114897,0.8516,3.77055234514463,,
9,CH4,40894.2226666667,,2294214,,,,,,,,
9,CH4,40894.2226666667,,2206618,,,,,,,,
9,CH4,40894.2226666667,P1R2,2925813,2892212.66666667,70.7242362873947,12,8.48690835448737,0.8516,7.22745115468144,,70.7242362873947
9,CH4,40894.2226666667,,2888528,,,,,,,,
9,CH4,40894.2226666667,,2862297,,,,,,,,
9,CH4,40894.2226666667,P1R3,2547589,2691295.33333333,65.8111380492638,9,5.92300242443374,0.8516,5.04402886464778,,65.8111380492638
9,CH4,40894.2226666667,,2713429,,,,,,,,
9,CH4,40894.2226666667,,2812868,,,,,,,,
9,CH4,40894.2226666667,P2R1A,2294634,2309888,56.4844579350035,9,5.08360121415032,0.8516,4.32919479397041,6.72197465637118,60.7180570182027
9,CH4,40894.2226666667,,2309560,,,,,,,,
9,CH4,40894.2226666667,,2325470,,,,,,,,
9,CH4,40894.2226666667,P2R1B,2909809,2872559.66666667,70.2436549554009,4,2.80974619821603,0.8516,2.39277986240078,,
9,CH4,40894.2226666667,,2931145,,,,,,,,
9,CH4,40894.2226666667,,2776725,,,,,,,,
9,CH4,40894.2226666667,P2R2,2888115.86666667,2889668.26666667,70.6620172296873,10,7.06620172296873,0.8516,6.01757738728017,,70.6620172296873
9,CH4,40894.2226666667,,2889668.26666667,,,,,,,,
9,CH4,40894.2226666667,,2891220.66666667,,,,,,,,
9,CH4,40894.2226666667,P2R3A,2904436,2929521.66666667,71.6365656475616,12,8.59638787770739,0.8516,7.32068391665561,14.4343685613358,70.6237697732495
9,CH4,40894.2226666667,,2863095,,,,,,,,
9,CH4,40894.2226666667,,3021034,,,,,,,,
9,CH4,40894.2226666667,P2R3B,2885100,2846686.66666667,69.6109738989374,12,8.35331686787248,0.8516,7.11368464468021,,
9,CH4,40894.2226666667,,2861218,,,,,,,,
9,CH4,40894.2226666667,,2793742,,,,,,,,
9,CH4,40894.2226666667,P3R1,2914700,2985417.66666667,73.003409087908,13,9.49044318142804,0.8516,8.08206141330412,,73.003409087908
9,CH4,40894.2226666667,,3022561,,,,,,,,
9,CH4,40894.2226666667,,3018992,,,,,,,,
9,CH4,40894.2226666667,P3R2,2964310,3001980,73.4084133220839,12,8.80900959865007,0.8516,7.5017525742104,,73.4084133220839
9,CH4,40894.2226666667,,3000500,,,,,,,,
9,CH4,40894.2226666667,,3041130,,,,,,,,
9,CH4,40894.2226666667,P3R3,2667530,2694050,65.8784988275606,11,7.24663487103166,0.8516,6.17123425617056,,65.8784988275606
9,CH4,40894.2226666667,,2719710,,,,,,,,
9,CH4,40894.2226666667,,2694910,,,,,,,,
9,CH4,40894.2226666667,P4R1,2817854,2920739.66666667,71.4218164867428,12,8.57061797840914,0.8516,7.29873827041322,,71.4218164867428
9,CH4,40894.2226666667,,2979569,,,40,,,,,
9,CH4,40894.2226666667,,2964796,,,,,,,,
9,CH4,40894.2226666667,P4R2,2819774,2837499.33333333,69.3863129875852,12,8.32635755851022,0.8516,7.0907260968273,,69.3863129875852
9,CH4,40894.2226666667,,2971350,,,,,,,,
9,CH4,40894.2226666667,,2721374,,,,,,,,
9,CH4,40894.2226666667,P4R3,2670918,2877557.33333333,70.3658645571679,16,11.2585383291469,0.8516,9.58777124110147,,70.3658645571679
9,CH4,40894.2226666667,,3093298,,,,,,,,
9,CH4,40894.2226666667,,2868456,,,,,,,,
14,CH4,45613.0933333333,R1,2656679,2759599,60.5001502492559,6750,4083.76014182477,0.8516,3477.73013677798,,60.5001502492559
14,CH4,45613.0933333333,,2801103,,,,,,,,
14,CH4,45613.0933333333,,2821015,,,,,,,,
14,CH4,45613.0933333333,R2,2755146,2936180.66666667,64.3714436381133,3240,2085.63477387487,0.8516,1776.12657343184,,64.3714436381133
14,CH4,45613.0933333333,,2969462,,,,,,,,
14,CH4,45613.0933333333,,3083934,,,,,,,,
14,CH4,45613.0933333333,R3,2858179,2801121.66666667,61.4104736593177,3000,1842.31420977953,0.8516,1568.91478104825,,61.4104736593177
14,CH4,45613.0933333333,,2905651,,,,,,,,
14,CH4,45613.0933333333,,2639535,,,,,,,,
14,CH4,45613.0933333333,P0R1,3023823,3037207,66.5862974432487,10,6.65862974432487,0.8516,5.67048909026706,,66.5862974432487
14,CH4,45613.0933333333,,3067046,,,,,,,,
14,CH4,45613.0933333333,,3020752,,,,,,,,
14,CH4,45613.0933333333,P0R2,3067046,2823845.33333333,61.9086566371878,8,4.95269253097502,0.8516,4.21771295937833,,61.9086566371878
14,CH4,45613.0933333333,,2639143,,,,,,,,
14,CH4,45613.0933333333,,2765347,,,,,,,,
14,CH4,45613.0933333333,P0R3,2639143,2683559,58.8330850615408,10,5.88330850615408,0.8516,5.01022552384082,,58.8330850615408
14,CH4,45613.0933333333,,2765347,,,,,,,,
14,CH4,45613.0933333333,,2646187,,,,,,,,
14,CH4,45613.0933333333,P1R1,2879613,2966231.66666667,65.03026762491,8,5.2024214099928,0.8516,4.43038207274987,,65.03026762491
14,CH4,45613.0933333333,,2994020,,,,,,,,
14,CH4,45613.0933333333,,3025062,,,,,,,,
14,CH4,45613.0933333333,P1R2,2334500,2332228,51.1306694978226,12,6.13568033973871,0.8516,5.22514537732148,,51.1306694978226
14,CH4,45613.0933333333,,2339401,,,,,,,,
14,CH4,45613.0933333333,,2322783,,,,,,,,
14,CH4,45613.0933333333,P1R3,2547589,2691295.33333333,59.0026927940574,9,5.31024235146516,0.8516,4.52220238650773,,59.0026927940574
14,CH4,45613.0933333333,,2713429,,,,,,,,
14,CH4,45613.0933333333,,2812868,,,,,,,,
14,CH4,45613.0933333333,P2R1,2294634,2309888,50.6408978474602,11,5.57049876322062,0.8516,4.74383674675868,,50.6408978474602
14,CH4,45613.0933333333,,2309560,,,,,,,,
14,CH4,45613.0933333333,,2325470,,,,,,,,
14,CH4,45613.0933333333,P2R2,2770879,2675227.66666667,58.6504328289363,23,13.4895995506553,0.8516,11.4877429773381,,58.6504328289363
14,CH4,45613.0933333333,,2575686,,,,,,,,
14,CH4,45613.0933333333,,2679118,,,,,,,,
14,CH4,45613.0933333333,P2R3A,1605388,1638401,35.9195327540455,13,4.66953925802591,0.8516,3.97657963213487,10.354323007575,48.634678288281
14,CH4,45613.0933333333,,1634876,,,,,,,,
14,CH4,45613.0933333333,,1674939,,,,,,,,
14,CH4,45613.0933333333,P2R3B,2885100,2846686.66666667,62.4094192837027,12,7.48913031404433,0.8516,6.37774337544015,,
14,CH4,45613.0933333333,,2861218,,,,,,,,
14,CH4,45613.0933333333,,2793742,,,,,,,,
14,CH4,45613.0933333333,P3R1,2811351,2770318.66666667,60.7351631782921,13,7.89557121317797,0.8516,6.72386844514236,,60.7351631782921
14,CH4,45613.0933333333,,2791612,,,,,,,,
14,CH4,45613.0933333333,,2707993,,,,,,,,
14,CH4,45613.0933333333,P3R2,2982661,2961675.33333333,64.9303767163931,15,9.73955650745897,0.8516,8.29420632175206,,64.9303767163931
14,CH4,45613.0933333333,,2927472,,,,,,,,
14,CH4,45613.0933333333,,2974893,,,,,,,,
14,CH4,45613.0933333333,P3R3,3175341,3160588.66666667,69.2912590595332,11,7.62203849654865,0.8516,6.49092798366083,,69.2912590595332
14,CH4,45613.0933333333,,3202902,,,,,,,,
14,CH4,45613.0933333333,,3103523,,,,,,,,
14,CH4,45613.0933333333,P4R1,2334500,2332228,51.1306694978226,11,5.62437364476048,0.8516,4.78971659587803,,51.1306694978226
14,CH4,45613.0933333333,,2339401,,,,,,,,
14,CH4,45613.0933333333,,2322783,,,,,,,,
14,CH4,45613.0933333333,P4R2,2662185,2673355,58.6093773659142,16,9.37750037854628,0.8516,7.98587932237001,,58.6093773659142
14,CH4,45613.0933333333,,2735134,,,,,,,,
14,CH4,45613.0933333333,,2622746,,,,,,,,
14,CH4,45613.0933333333,P4R3,2566996,2500303.66666667,54.8154813442456,13,7.12601257475193,0.8516,6.06851230865874,,54.8154813442456
14,CH4,45613.0933333333,,2477854,,,,,,,,
